fromUNLOCODe,ToUNLOCODE,Distance,
ARBHI,LBBEY,7632,
ARBHI,LKCMB,8473,
ARBHI,LRMLW,4023,
ARBHI,MAAGA,5254,
ARBHI,MACAS,5436,
ARBHI,MAPTM,5602,
ARBHI,MQFDF,4692,
ARBHI,MUPLU,6375,
ARBHI,MXESE,6750,
ARBHI,MXLZC,5685,
ARBHI,MXPGO,6346,12
ARBHI,MXPGO,6472,
ARBHI,MYPEN,9400,
ARBHI,MYPKG,9478,
ARBHI,MYTPP,9711,
ARBHI,NCNOU,6749,
ARBHI,NGAPP,4627,
ARBHI,NICIO,5138,
ARBHI,NLRTM,6712,
ARBHI,NOAES,7202,
ARBHI,NOBGO,7148,
ARBHI,NOKRS,7062,
ARBHI,NOSVG,7091,
ARBHI,NZAKL,5748,
ARBHI,NZLYT,5812,
ARBHI,NZNPL,5694,
ARBHI,NZNSN,6381,
ARBHI,NZPOE,6588,
ARBHI,NZWLG,5638,
ARBHI,OMSLL,8100,
ARBHI,PABLB,4874,
ARBHI,PAMIT,5607,12
ARBHI,PAMIT,5732,
ARBHI,PECLL,3532,
ARBHI,PFPPT,5237,
ARBHI,PHGES,9681,
ARBHI,PHMNL,10321,
ARBHI,PKBQM,8782,
ARBHI,PKKHI,8777,
ARBHI,PLGDY,7543,
ARBHI,PRSJU,5077,
ARBHI,PTLEI,5809,
ARBHI,PTLIS,5629,
ARBHI,RUKGD,7613,
ARBHI,RULED,7959,
ARBHI,SADMM,9069,
ARBHI,SAJBI,9123,
ARBHI,SAJED,8312,
ARBHI,SAJED,8771,
ARBHI,SEGOT,7143,
ARBHI,SGSIN,9679,
ARBHI,SIKOP,7268,
ARBHI,SLFNA,4084,
ARBHI,SNDKR,4234,
ARBHI,SVAQJ,5313,
ARBHI,SYLTK,7614,
ARBHI,TGLFW,4566,
ARBHI,THLCH,10438,
ARBHI,TNSFA,6641,
ARBHI,TNTUN,6418,
ARBHI,TRAMB,7411,
ARBHI,TRIZM,7256,
ARBHI,TRMER,7584,
ARBHI,TWKEL,10742,
ARBHI,TWKHH,10884,
ARBHI,TZDAR,6439,
ARBHI,UAODS,7759,
ARBHI,USBAL,6228,
ARBHI,USCHS,6174,
ARBHI,USDUT,9067,
ARBHI,USEWR,6939,12
ARBHI,USEWR,7693,
ARBHI,USHNL,7374,
ARBHI,USHOU,6473,12
ARBHI,USHOU,6809,
ARBHI,USILM,6157,
ARBHI,USLAX,6875,
ARBHI,USLGB,6880,
ARBHI,USMIA,5987,
ARBHI,USMOB,6288,12
ARBHI,USMOB,6535,
ARBHI,USMSY,6307,12
ARBHI,USMSY,6588,
ARBHI,USOAK,7197,
ARBHI,USPHL,6201,
ARBHI,USSAV,6206,
ARBHI,USSEA,7968,
ARBHI,UYMVD,466,
ARBHI,VELAG,4940,
ARBHI,VEPBL,4870,
ARBHI,VNDAD,10846,
ARBHI,VNHPH,10894,
ARBHI,VNSGN,10328,
ARBHI,YEADE,8070,
ARBHI,ZACPT,4074,
ARBHI,ZADUR,4873,
ARBHI,ZAPLZ,4499,
ARBUE,AEJEA,8516,
ARBUE,AOLAD,4149,
ARBUE,AOLOB,4386,
ARBUE,ARBHI,564,
ARBUE,ARPMY,748,
ARBUE,ARPUD,965,
ARBUE,AUADL,7861,
ARBUE,AUBNE,7412,
ARBUE,AUFRE,8435,
ARBUE,AUMEL,7478,
ARBUE,AUSYD,7187,
ARBUE,BDCGP,9196,
ARBUE,BEANR,6353,
ARBUE,BEZEE,6292,
ARBUE,BGVAR,7241,
ARBUE,BJCOO,4137,
ARBUE,BRITJ,921,
ARBUE,BRMAO,4185,
ARBUE,BRPNG,895,
ARBUE,BRRIG,438,
ARBUE,BRSSZ,996,
ARBUE,BRVIX,1356,
ARBUE,BSFPO,5585,
ARBUE,BZBZE,5863,
ARBUE,CAMTR,6455,
ARBUE,CAVAN,8366,
ARBUE,CDBOA,4284,
ARBUE,CDMAT,4224,
ARBUE,CGPNR,4376,
ARBUE,CIABJ,3771,
ARBUE,CLARI,3689,
ARBUE,CLIQQ,3589,
ARBUE,CLSAI,2798,
ARBUE,CMDLA,4438,
ARBUE,CNDLC,11381,
ARBUE,CNFOC,11024,
ARBUE,CNLYG,11224,
ARBUE,CNSHA,11094,
ARBUE,CNTAO,11307,
ARBUE,CNXMN,10827,
ARBUE,CNYTN,10591,
ARBUE,COBAQ,5079,
ARBUE,COBUN,5042,
ARBUE,CRMOB,5536,12
ARBUE,CRMOB,5601,
ARBUE,CYLMS,7194,
ARBUE,DEBRV,6559,
ARBUE,DEHAM,6615,
ARBUE,DJJIB,7793,
ARBUE,DKAAR,6872,
ARBUE,DZAAE,5955,
ARBUE,DZALG,5717,
ARBUE,DZBJA,5825,
ARBUE,DZORN,5532,
ARBUE,DZSKI,5909,
ARBUE,ECESM,4825,
ARBUE,ECGYE,4622,
ARBUE,EGALY,7102,
ARBUE,EGDAM,7226,
ARBUE,EGPSD,7246,
ARBUE,ESAGP,5358,
ARBUE,ESALG,5305,
ARBUE,ESBCN,5814,
ARBUE,ESLPA,4621,
ARBUE,ESSCT,4619,
ARBUE,ESTAR,5781,
ARBUE,ESVGO,5518,
ARBUE,ESVLC,5683,
ARBUE,FIKTK,7500,
ARBUE,FIRAU,7485,
ARBUE,FJSUV,6832,
ARBUE,FRBES,5933,
ARBUE,FRDKK,6263,
ARBUE,FRFOS,5987,
ARBUE,FRLEH,6155,
ARBUE,FRLPE,6030,
ARBUE,FRURO,6224,
ARBUE,GALBV,4224,
ARBUE,GAPOG,4141,
ARBUE,GBABD,6597,
ARBUE,GBFXT,6312,
ARBUE,GBSOU,6135,
ARBUE,GBTHP,6328,
ARBUE,GEPTI,7655,
ARBUE,GHTKD,3928,
ARBUE,GNCKY,3705,
ARBUE,GRPIR,6741,
ARBUE,GRSKG,6987,
ARBUE,GUGUM,9407,
ARBUE,GWOXB,3933,
ARBUE,HKHKG,10586,
ARBUE,HNPCR,5887,
ARBUE,IDJKT,8856,
ARBUE,IDSRG,9046,
ARBUE,IDSUB,9229,
ARBUE,IEDUB,6179,
ARBUE,ILASH,7306,
ARBUE,ILHFA,7309,
ARBUE,INCOK,7915,
ARBUE,INMAA,8660,
ARBUE,INNSA,8273,
ARBUE,INPAV,8438,
ARBUE,IRBND,8687,
ARBUE,ITGIT,6332,
ARBUE,ITGOA,6148,
ARBUE,ITSAL,6298,
ARBUE,ITTRS,6962,
ARBUE,JOAQB,7604,
ARBUE,JOAQB,8916,
ARBUE,JPHKT,10845,
ARBUE,JPNGO,10785,
ARBUE,JPOSA,10790,
ARBUE,JPSMZ,10674,
ARBUE,JPTYO,10667,
ARBUE,JPUKB,10793,
ARBUE,JPYOK,10645,
ARBUE,KEMBA,6176,
ARBUE,KRPUS,10988,
ARBUE,KWSWK,8889,
ARBUE,LBBEY,7314,
ARBUE,LKCMB,8068,
ARBUE,LRMLW,3720,
ARBUE,MAAGA,4958,
ARBUE,MACAS,5140,
ARBUE,MAPTM,5306,
ARBUE,MQFDF,4351,
ARBUE,MUPLU,5970,
ARBUE,MXESE,7134,
ARBUE,MXLZC,6069,
ARBUE,MXPGO,6101,
ARBUE,MYPEN,8995,
ARBUE,MYPKG,9073,
ARBUE,MYTPP,9306,
ARBUE,NCNOU,7133,
ARBUE,NGAPP,4201,
ARBUE,NICIO,5522,
ARBUE,NLRTM,6356,
ARBUE,NOAES,6841,
ARBUE,NOBGO,6787,
ARBUE,NOKRS,6706,
ARBUE,NOSVG,6735,
ARBUE,NZAKL,6132,
ARBUE,NZLYT,6196,
ARBUE,NZNPL,6078,
ARBUE,NZNSN,6765,
ARBUE,NZPOE,6972,
ARBUE,NZWLG,6022,
ARBUE,OMSLL,7695,
ARBUE,PABLB,5258,
ARBUE,PAMIT,5419,
ARBUE,PECLL,3916,
ARBUE,PFPPT,5621,
ARBUE,PHGES,10065,
ARBUE,PHMNL,10357,
ARBUE,PKBQM,8377,
ARBUE,PKKHI,8372,
ARBUE,PLGDY,7187,
ARBUE,PRSJU,4713,
ARBUE,PTLEI,5513,
ARBUE,PTLIS,5333,
ARBUE,RUKGD,7257,
ARBUE,RULED,7603,
ARBUE,SADMM,8664,
ARBUE,SAJBI,8718,
ARBUE,SAJED,7994,
ARBUE,SAJED,8366,
ARBUE,SEGOT,6787,
ARBUE,SGSIN,9274,
ARBUE,SIKOP,6950,
ARBUE,SLFNA,3712,
ARBUE,SNDKR,3864,
ARBUE,SVAQJ,5697,
ARBUE,SYLTK,7296,
ARBUE,TGLFW,4120,
ARBUE,THLCH,10033,
ARBUE,TNSFA,6323,
ARBUE,TNTUN,6100,
ARBUE,TRAMB,7093,
ARBUE,TRIZM,6938,
ARBUE,TRMER,7266,
ARBUE,TWKEL,11001,
ARBUE,TWKHH,10874,
ARBUE,TZDAR,6034,
ARBUE,UAODS,7441,
ARBUE,USBAL,5937,
ARBUE,USCHS,5822,
ARBUE,USDUT,9451,
ARBUE,USEWR,7323,12
ARBUE,USEWR,7397,
ARBUE,USHNL,7758,
ARBUE,USHOU,6458,
ARBUE,USILM,5805,
ARBUE,USLAX,7259,
ARBUE,USLGB,7264,
ARBUE,USMIA,5639,
ARBUE,USMOB,6184,
ARBUE,USMSY,6237,
ARBUE,USOAK,7581,
ARBUE,USPHL,5910,
ARBUE,USSAV,5854,
ARBUE,USSEA,8352,
ARBUE,UYMVD,125,
ARBUE,VELAG,4637,
ARBUE,VEPBL,4574,
ARBUE,VNDAD,10441,
ARBUE,VNHPH,10489,
ARBUE,VNSGN,9923,
ARBUE,YEADE,7665,
ARBUE,ZACPT,3720,
ARBUE,ZADUR,4468,
ARBUE,ZAPLZ,4094,
ARPMY,AEJEA,9264,
ARPMY,AOLAD,4897,
ARPMY,AOLOB,5134,
ARPMY,ARBHI,1312,
ARPMY,ARBUE,748,
ARPMY,ARPUD,1200,
ARPMY,AUADL,7233,
ARPMY,AUBNE,6784,
ARPMY,AUFRE,8401,
ARPMY,AUMEL,6850,
ARPMY,AUSYD,6559,
ARPMY,BDCGP,9944,
ARPMY,BEANR,7101,
ARPMY,BEZEE,7040,
ARPMY,BGVAR,7989,
ARPMY,BJCOO,4885,
ARPMY,BRITJ,1669,
ARPMY,BRMAO,4933,
ARPMY,BRPNG,1643,
ARPMY,BRRIG,1186,
ARPMY,BRSSZ,1744,
ARPMY,BRVIX,2104,
ARPMY,BSFPO,5942,12
ARPMY,BSFPO,6333,
ARPMY,BZBZE,5490,12
ARPMY,BZBZE,6611,
ARPMY,CAMTR,7203,
ARPMY,CAVAN,7738,
ARPMY,CDBOA,5032,
ARPMY,CDMAT,4972,
ARPMY,CGPNR,5124,
ARPMY,CIABJ,4519,
ARPMY,CLARI,3061,
ARPMY,CLIQQ,2961,
ARPMY,CLSAI,2170,
ARPMY,CMDLA,5186,
ARPMY,CNDLC,10853,
ARPMY,CNFOC,10521,
ARPMY,CNLYG,10721,
ARPMY,CNSHA,10565,
ARPMY,CNTAO,10804,
ARPMY,CNXMN,10425,
ARPMY,CNYTN,10565,
ARPMY,COBAQ,5010,12
ARPMY,COBAQ,5827,
ARPMY,COBUN,4414,
ARPMY,CRMOB,4908,12
ARPMY,CRMOB,6349,
ARPMY,CYLMS,7942,
ARPMY,DEBRV,7307,
ARPMY,DEHAM,7363,
ARPMY,DJJIB,8541,
ARPMY,DKAAR,7620,
ARPMY,DZAAE,6703,
ARPMY,DZALG,6465,
ARPMY,DZBJA,6573,
ARPMY,DZORN,6280,
ARPMY,DZSKI,6657,
ARPMY,ECESM,4197,
ARPMY,ECGYE,3994,
ARPMY,EGALY,7850,
ARPMY,EGDAM,7974,
ARPMY,EGPSD,7994,
ARPMY,ESAGP,6106,
ARPMY,ESALG,6053,
ARPMY,ESBCN,6562,
ARPMY,ESLPA,5369,
ARPMY,ESSCT,5367,
ARPMY,ESTAR,6529,
ARPMY,ESVGO,6266,
ARPMY,ESVLC,6431,
ARPMY,FIKTK,8248,
ARPMY,FIRAU,8233,
ARPMY,FJSUV,6204,
ARPMY,FRBES,6681,
ARPMY,FRDKK,7011,
ARPMY,FRFOS,6735,
ARPMY,FRLEH,6903,
ARPMY,FRLPE,6778,
ARPMY,FRURO,6972,
ARPMY,GALBV,4972,
ARPMY,GAPOG,4889,
ARPMY,GBABD,7345,
ARPMY,GBFXT,7060,
ARPMY,GBSOU,6883,
ARPMY,GBTHP,7076,
ARPMY,GEPTI,8403,
ARPMY,GHTKD,4676,
ARPMY,GNCKY,4453,
ARPMY,GRPIR,7489,
ARPMY,GRSKG,7735,
ARPMY,GUGUM,8904,
ARPMY,GWOXB,4681,
ARPMY,HKHKG,10560,
ARPMY,HNPCR,5450,12
ARPMY,HNPCR,6635,
ARPMY,IDJKT,9604,
ARPMY,IDSRG,9794,
ARPMY,IDSUB,9761,
ARPMY,IEDUB,6927,
ARPMY,ILASH,8054,
ARPMY,ILHFA,8057,
ARPMY,INCOK,8663,
ARPMY,INMAA,9408,
ARPMY,INNSA,9021,
ARPMY,INPAV,9186,
ARPMY,IRBND,9435,
ARPMY,ITGIT,7080,
ARPMY,ITGOA,6896,
ARPMY,ITSAL,7046,
ARPMY,ITTRS,7710,
ARPMY,JOAQB,8352,
ARPMY,JOAQB,9664,
ARPMY,JPHKT,10342,
ARPMY,JPNGO,10223,
ARPMY,JPOSA,10196,
ARPMY,JPSMZ,10046,
ARPMY,JPTYO,10039,
ARPMY,JPUKB,10185,
ARPMY,JPYOK,10017,
ARPMY,KEMBA,6924,
ARPMY,KRPUS,10435,
ARPMY,KWSWK,9637,
ARPMY,LBBEY,8062,
ARPMY,LKCMB,8816,
ARPMY,LRMLW,4468,
ARPMY,MAAGA,5706,
ARPMY,MACAS,5888,
ARPMY,MAPTM,6054,
ARPMY,MQFDF,5099,
ARPMY,MUPLU,6718,
ARPMY,MXESE,6506,
ARPMY,MXLZC,5441,
ARPMY,MXPGO,6102,12
ARPMY,MXPGO,6849,
ARPMY,MYPEN,9743,
ARPMY,MYPKG,9821,
ARPMY,MYTPP,10054,
ARPMY,NCNOU,6505,
ARPMY,NGAPP,4949,
ARPMY,NICIO,4894,
ARPMY,NLRTM,7104,
ARPMY,NOAES,7589,
ARPMY,NOBGO,7535,
ARPMY,NOKRS,7454,
ARPMY,NOSVG,7483,
ARPMY,NZAKL,5504,
ARPMY,NZLYT,5568,
ARPMY,NZNPL,5450,
ARPMY,NZNSN,6137,
ARPMY,NZPOE,6344,
ARPMY,NZWLG,5394,
ARPMY,OMSLL,8443,
ARPMY,PABLB,4630,
ARPMY,PAMIT,5363,12
ARPMY,PAMIT,6167,
ARPMY,PECLL,3288,
ARPMY,PFPPT,4993,
ARPMY,PHGES,9437,
ARPMY,PHMNL,10077,
ARPMY,PKBQM,9125,
ARPMY,PKKHI,9120,
ARPMY,PLGDY,7935,
ARPMY,PRSJU,5461,
ARPMY,PTLEI,6261,
ARPMY,PTLIS,6081,
ARPMY,RUKGD,8005,
ARPMY,RULED,8351,
ARPMY,SADMM,9412,
ARPMY,SAJBI,9466,
ARPMY,SAJED,8742,
ARPMY,SAJED,9114,
ARPMY,SEGOT,7535,
ARPMY,SGSIN,10022,
ARPMY,SIKOP,7698,
ARPMY,SLFNA,4460,
ARPMY,SNDKR,4612,
ARPMY,SVAQJ,5069,
ARPMY,SYLTK,8044,
ARPMY,TGLFW,4868,
ARPMY,THLCH,10781,
ARPMY,TNSFA,7071,
ARPMY,TNTUN,6848,
ARPMY,TRAMB,7841,
ARPMY,TRIZM,7686,
ARPMY,TRMER,8014,
ARPMY,TWKEL,10498,
ARPMY,TWKHH,10640,
ARPMY,TZDAR,6782,
ARPMY,UAODS,8189,
ARPMY,USBAL,6606,12
ARPMY,USBAL,6685,
ARPMY,USCHS,6263,12
ARPMY,USCHS,6570,
ARPMY,USDUT,8823,
ARPMY,USEWR,6695,12
ARPMY,USEWR,8145,
ARPMY,USHNL,7130,
ARPMY,USHOU,6229,12
ARPMY,USHOU,7206,
ARPMY,USILM,6340,12
ARPMY,USILM,6553,
ARPMY,USLAX,6631,
ARPMY,USLGB,6636,
ARPMY,USMIA,5873,12
ARPMY,USMIA,6387,
ARPMY,USMOB,6044,12
ARPMY,USMOB,6932,
ARPMY,USMSY,6063,12
ARPMY,USMSY,6985,
ARPMY,USOAK,6953,
ARPMY,USPHL,6647,12
ARPMY,USPHL,6658,
ARPMY,USSAV,6268,12
ARPMY,USSAV,6602,
ARPMY,USSEA,7724,
ARPMY,UYMVD,873,
ARPMY,VELAG,5385,
ARPMY,VEPBL,5322,
ARPMY,VNDAD,10835,
ARPMY,VNHPH,10960,
ARPMY,VNSGN,10576,
ARPMY,YEADE,8413,
ARPMY,ZACPT,4468,
ARPMY,ZADUR,5216,
ARPMY,ZAPLZ,4842,
ARPUD,AEJEA,8576,
ARPUD,AOLAD,4921,
ARPUD,AOLOB,5158,
ARPUD,ARBHI,1363,
ARPUD,ARBUE,965,
ARPUD,ARPMY,1200,
ARPUD,AUADL,6913,
ARPUD,AUBNE,6464,
ARPUD,AUFRE,8081,
ARPUD,AUMEL,6530,
ARPUD,AUSYD,6239,
ARPUD,BDCGP,9256,
ARPUD,BEANR,7085,
ARPUD,BEZEE,7024,
ARPUD,BGVAR,7958,
ARPUD,BJCOO,4709,
ARPUD,BRITJ,1693,
ARPUD,BRMAO,4913,
ARPUD,BRPNG,1566,
ARPUD,BRRIG,1210,
ARPUD,BRSSZ,1691,
ARPUD,BRVIX,2033,
ARPUD,BSFPO,5622,12
ARPUD,BSFPO,6350,
ARPUD,BZBZE,5170,12
ARPUD,BZBZE,6558,
ARPUD,CAMTR,7166,
ARPUD,CAVAN,7418,
ARPUD,CDBOA,4837,
ARPUD,CDMAT,4716,
ARPUD,CGPNR,4697,
ARPUD,CIABJ,4547,
ARPUD,CLARI,2741,
ARPUD,CLIQQ,2641,
ARPUD,CLSAI,1850,
ARPUD,CMDLA,5009,
ARPUD,CNDLC,10416,
ARPUD,CNFOC,10059,
ARPUD,CNLYG,10259,
ARPUD,CNSHA,10129,
ARPUD,CNTAO,10342,
ARPUD,CNXMN,10105,
ARPUD,CNYTN,10245,
ARPUD,COBAQ,4690,12
ARPUD,COBAQ,5774,
ARPUD,COBUN,4094,
ARPUD,CRMOB,4588,12
ARPUD,CRMOB,6303,
ARPUD,CYLMS,7911,
ARPUD,DEBRV,7291,
ARPUD,DEHAM,7347,
ARPUD,DJJIB,7853,
ARPUD,DKAAR,7604,
ARPUD,DZAAE,6672,
ARPUD,DZALG,6434,
ARPUD,DZBJA,6542,
ARPUD,DZORN,6249,
ARPUD,DZSKI,6626,
ARPUD,ECESM,3877,
ARPUD,ECGYE,3674,
ARPUD,EGALY,7819,
ARPUD,EGDAM,7943,
ARPUD,EGPSD,7963,
ARPUD,ESAGP,6075,
ARPUD,ESALG,6022,
ARPUD,ESBCN,6531,
ARPUD,ESLPA,5316,
ARPUD,ESSCT,5392,
ARPUD,ESTAR,6498,
ARPUD,ESVGO,6255,
ARPUD,ESVLC,6400,
ARPUD,FIKTK,8232,
ARPUD,FIRAU,8217,
ARPUD,FJSUV,5884,
ARPUD,FRBES,6693,
ARPUD,FRDKK,6995,
ARPUD,FRFOS,6704,
ARPUD,FRLEH,6887,
ARPUD,FRLPE,6712,
ARPUD,FRURO,6956,
ARPUD,GALBV,4810,
ARPUD,GAPOG,4758,
ARPUD,GBABD,7334,
ARPUD,GBFXT,7044,
ARPUD,GBSOU,6867,
ARPUD,GBTHP,7060,
ARPUD,GEPTI,8372,
ARPUD,GHTKD,4452,
ARPUD,GNCKY,4382,
ARPUD,GRPIR,7458,
ARPUD,GRSKG,7704,
ARPUD,GUGUM,8442,
ARPUD,GWOXB,4744,
ARPUD,HKHKG,10240,
ARPUD,HNPCR,5130,12
ARPUD,HNPCR,6615,
ARPUD,IDJKT,8916,
ARPUD,IDSRG,9106,
ARPUD,IDSUB,9289,
ARPUD,IEDUB,6908,
ARPUD,ILASH,8023,
ARPUD,ILHFA,8026,
ARPUD,INCOK,7975,
ARPUD,INMAA,8639,
ARPUD,INNSA,8333,
ARPUD,INPAV,8498,
ARPUD,IRBND,8747,
ARPUD,ITGIT,7049,
ARPUD,ITGOA,6865,
ARPUD,ITSAL,7015,
ARPUD,ITTRS,7679,
ARPUD,JOAQB,8321,
ARPUD,JOAQB,8976,
ARPUD,JPHKT,9880,
ARPUD,JPNGO,9820,
ARPUD,JPOSA,9825,
ARPUD,JPSMZ,9726,
ARPUD,JPTYO,9719,
ARPUD,JPUKB,9828,
ARPUD,JPYOK,9697,
ARPUD,KEMBA,6236,
ARPUD,KRPUS,10023,
ARPUD,KWSWK,8949,
ARPUD,LBBEY,8031,
ARPUD,LKCMB,8128,
ARPUD,LRMLW,4353,
ARPUD,MAAGA,5653,
ARPUD,MACAS,5835,
ARPUD,MAPTM,6001,
ARPUD,MQFDF,5093,
ARPUD,MUPLU,6030,
ARPUD,MXESE,6186,
ARPUD,MXLZC,5121,
ARPUD,MXPGO,5782,12
ARPUD,MXPGO,6858,
ARPUD,MYPEN,9055,
ARPUD,MYPKG,9133,
ARPUD,MYTPP,9366,
ARPUD,NCNOU,6185,
ARPUD,NGAPP,4773,
ARPUD,NICIO,4574,
ARPUD,NLRTM,7088,
ARPUD,NOAES,7578,
ARPUD,NOBGO,7524,
ARPUD,NOKRS,7438,
ARPUD,NOSVG,7467,
ARPUD,NZAKL,5184,
ARPUD,NZLYT,5248,
ARPUD,NZNPL,5130,
ARPUD,NZNSN,5817,
ARPUD,NZPOE,6024,
ARPUD,NZWLG,5074,
ARPUD,OMSLL,7755,
ARPUD,PABLB,4310,
ARPUD,PAMIT,5043,12
ARPUD,PAMIT,6131,
ARPUD,PECLL,2968,
ARPUD,PFPPT,4673,
ARPUD,PHGES,9117,
ARPUD,PHMNL,9757,
ARPUD,PKBQM,8388,
ARPUD,PKKHI,8383,
ARPUD,PLGDY,7919,
ARPUD,PRSJU,5388,12
ARPUD,PRSJU,5478,
ARPUD,PTLEI,6208,
ARPUD,PTLIS,6028,
ARPUD,RUKGD,7989,
ARPUD,RULED,8335,
ARPUD,SADMM,8724,
ARPUD,SAJBI,8778,
ARPUD,SAJED,8426,
ARPUD,SEGOT,7519,
ARPUD,SGSIN,9334,
ARPUD,SIKOP,7667,
ARPUD,SLFNA,4448,
ARPUD,SNDKR,4546,
ARPUD,SVAQJ,4749,
ARPUD,SYLTK,8013,
ARPUD,TGLFW,4652,
ARPUD,THLCH,10093,
ARPUD,TNSFA,7040,
ARPUD,TNTUN,6817,
ARPUD,TRAMB,7810,
ARPUD,TRIZM,7655,
ARPUD,TRMER,7983,
ARPUD,TWKEL,10036,
ARPUD,TWKHH,10310,
ARPUD,TZDAR,6094,
ARPUD,UAODS,8158,
ARPUD,USBAL,6286,12
ARPUD,USBAL,6614,
ARPUD,USCHS,5943,12
ARPUD,USCHS,6550,
ARPUD,USDUT,8503,
ARPUD,USEWR,6375,12
ARPUD,USEWR,8092,
ARPUD,USHNL,6810,
ARPUD,USHOU,5909,12
ARPUD,USHOU,7186,
ARPUD,USILM,6020,12
ARPUD,USILM,6533,
ARPUD,USLAX,6311,
ARPUD,USLGB,6316,
ARPUD,USMIA,5553,12
ARPUD,USMIA,6371,
ARPUD,USMOB,5724,12
ARPUD,USMOB,6912,
ARPUD,USMSY,5743,12
ARPUD,USMSY,6965,
ARPUD,USOAK,6633,
ARPUD,USPHL,6327,12
ARPUD,USPHL,6587,
ARPUD,USSAV,5948,12
ARPUD,USSAV,6582,
ARPUD,USSEA,7404,
ARPUD,UYMVD,897,
ARPUD,VELAG,5194,12
ARPUD,VELAG,5339,
ARPUD,VEPBL,5156,12
ARPUD,VEPBL,5269,
ARPUD,VNDAD,10501,
ARPUD,VNHPH,10549,
ARPUD,VNSGN,9983,
ARPUD,YEADE,7725,
ARPUD,ZACPT,3729,
ARPUD,ZADUR,4528,
ARPUD,ZAPLZ,4154,
AUADL,AEJEA,6281,
AUADL,AOLAD,7381,
AUADL,AOLOB,7194,
AUADL,ARBHI,7477,
AUADL,ARBUE,7861,
AUADL,ARPMY,7233,
AUADL,ARPUD,6913,
AUADL,AUBNE,1468,
AUADL,AUFRE,1343,
AUADL,AUMEL,512,
AUADL,AUSYD,977,
AUADL,BDCGP,5017,
AUADL,BEANR,10784,
AUADL,BEANR,11941,
AUADL,BEZEE,10723,
AUADL,BEZEE,11880,
AUADL,BGVAR,8435,
AUADL,BGVAR,12766,
AUADL,BJCOO,8314,
AUADL,BRITJ,8457,
AUADL,BRMAO,11042,
AUADL,BRPNG,8474,
AUADL,BRRIG,8086,
AUADL,BRSSZ,8570,
AUADL,BRVIX,8931,
AUADL,BSFPO,9691,12
AUADL,BSFPO,12428,
AUADL,BZBZE,9239,12
AUADL,BZBZE,12707,
AUADL,CAMTR,11627,12
AUADL,CAMTR,12670,
AUADL,CAMTR,12888,
AUADL,CAVAN,7752,
AUADL,CDBOA,7529,
AUADL,CDMAT,7616,
AUADL,CGPNR,7613,
AUADL,CIABJ,8466,
AUADL,CLARI,7450,
AUADL,CLIQQ,7350,
AUADL,CLSAI,7055,
AUADL,CMDLA,8139,
AUADL,CNDLC,5778,
AUADL,CNFOC,5006,
AUADL,CNLYG,5674,
AUADL,CNSHA,5313,
AUADL,CNTAO,5641,
AUADL,CNXMN,4881,
AUADL,CNYTN,4741,
AUADL,COBAQ,8759,12
AUADL,COBAQ,11918,
AUADL,COBUN,8270,
AUADL,CRMOB,8657,12
AUADL,CRMOB,12404,
AUADL,CYLMS,7687,
AUADL,CYLMS,12723,
AUADL,DEBRV,10990,
AUADL,DEBRV,12147,
AUADL,DEHAM,11046,
AUADL,DEHAM,12203,
AUADL,DJJIB,6271,
AUADL,DKAAR,11303,
AUADL,DKAAR,12460,
AUADL,DZAAE,8768,
AUADL,DZAAE,11478,
AUADL,DZALG,8993,
AUADL,DZALG,11239,
AUADL,DZBJA,8902,
AUADL,DZBJA,11351,
AUADL,DZORN,9190,
AUADL,DZORN,11054,
AUADL,DZSKI,8816,
AUADL,DZSKI,11439,
AUADL,ECESM,8055,
AUADL,ECGYE,7699,
AUADL,EGALY,7613,
AUADL,EGALY,12624,
AUADL,EGDAM,7479,
AUADL,EGDAM,12745,
AUADL,EGPSD,7459,
AUADL,EGPSD,12765,
AUADL,ESAGP,9352,
AUADL,ESAGP,10902,
AUADL,ESALG,9406,
AUADL,ESALG,10849,
AUADL,ESBCN,9079,
AUADL,ESBCN,11337,
AUADL,ESLPA,10106,
AUADL,ESLPA,10219,
AUADL,ESSCT,10122,
AUADL,ESSCT,10207,
AUADL,ESTAR,9113,
AUADL,ESTAR,11325,
AUADL,ESVGO,9929,
AUADL,ESVGO,11078,
AUADL,ESVLC,9158,
AUADL,ESVLC,11207,
AUADL,FIKTK,11931,
AUADL,FIKTK,13088,
AUADL,FIRAU,11916,
AUADL,FIRAU,13073,
AUADL,FJSUV,2625,
AUADL,FRBES,10362,
AUADL,FRBES,11511,
AUADL,FRDKK,10694,
AUADL,FRDKK,11851,
AUADL,FRFOS,9018,
AUADL,FRFOS,11519,
AUADL,FRLEH,10586,
AUADL,FRLEH,11743,
AUADL,FRLPE,10375,
AUADL,FRLPE,11530,
AUADL,FRURO,10655,
AUADL,FRURO,11812,
AUADL,GALBV,7911,
AUADL,GAPOG,7972,
AUADL,GBABD,11058,
AUADL,GBABD,12215,
AUADL,GBFXT,10743,
AUADL,GBFXT,11900,
AUADL,GBSOU,10566,
AUADL,GBSOU,11723,
AUADL,GBTHP,10759,
AUADL,GBTHP,11916,
AUADL,GEPTI,8920,
AUADL,GEPTI,13178,
AUADL,GHTKD,8490,
AUADL,GNCKY,8963,
AUADL,GRPIR,8078,
AUADL,GRPIR,12264,
AUADL,GRSKG,8220,
AUADL,GRSKG,12509,
